"artist","album","genre","primary","score","date","author","role"
"Eric Church","Desperate Man","Folk/Country","Folk/Country",7.6,2018-10-13,"Stephen Thomas Erlewine","Contributor"
"Puce Mary","The Drought","Experimental","Experimental",7.2,2018-10-13,"Daniel Martin-McCormick","Contributor"
"GABI","Empty Me","Experimental","Experimental",7,2018-10-13,"Sasha Geffen","Contributor"
"Ambrose Akinmusire","Origami Harvest","Jazz","Jazz",7.6,2018-10-13,"Seth Colter Walls","Contributor"
"Kurt Vile","Bottle It In","Rock","Rock",7,2018-10-12,"Sam Sodomsky","Associate Staff Writer"
"Adrianne Lenker","abysskiss","Rock","Rock",8,2018-10-12,"Jayson Greene","Contributing Editor"
"Windhand","Eternal Return","Metal","Metal",7.9,2018-10-12,"Grayson Haver Currin","Contributor"
"David Nance Group","Peaced and Slightly Pulverized","Rock","Rock",7.7,2018-10-12,"Stuart Berman","Contributor"
"Bikini Kill","The Singles","Rock","Rock",10,2018-10-11,"Jenn Pelly","Contributing Editor"
"Lil Baby, Gunna","Drip Harder","Rap","Rap",7.6,2018-10-11,"Alphonse Pierre","Staff Writer "
"Cursive","Vitriola","Rock","Rock",6.8,2018-10-11,"Ian Cohen","Contributor"
"T.I.","Dime Trap","Rap","Rap",7.4,2018-10-11,"Stephen Kearse","Contributor"
"Sheck Wes","MUDBOY","Rap","Rap",8.2,2018-10-10,"Sheldon Pearce","Contributing Writer"
"Swearin’","Fall Into the Sun","Rock","Rock",7.4,2018-10-10,"Evan Rytlewski","Contributor"
"Marie Davidson","Working Class Woman","Electronic","Electronic",7.8,2018-10-10,"Sophie Kemp ","Contributor "
"Phosphorescent","C’est La Vie","Rock","Rock",7.6,2018-10-10,"Jesse Jarnow","Contributor"
"Lady Gaga, Bradley Cooper","A Star is Born Soundtrack","Pop/R&B,Folk/Country","Pop/R&B",7.4,2018-10-09,"Larry Fitzmaurice","Contributor"
"High on Fire","Electric Messiah","Metal","Metal",7.8,2018-10-09,"Andy O'Connor","Contributor"
"Bliss Signal ","Bliss Signal","Electronic,Metal","Electronic",6.9,2018-10-09,"Grayson Haver Currin","Contributor"
"Nathan Bowles","Plainly Mistaken","Folk/Country","Folk/Country",7.7,2018-10-09,"Stephen M. Deusner","Contributor"
"Fucked Up","Dose Your Dreams","Metal","Metal",7.3,2018-10-08,"Ian Cohen","Contributor"
"The Joy Formidable","AAARTH","Rock","Rock",6.9,2018-10-08,"Stuart Berman","Contributor"
"Maxwell","Embrya","Pop/R&B","Pop/R&B",8.3,2018-10-08,"Brad Nelson","Contributor"
"Madeline Kenney","Perfect Shapes","Rock","Rock",7.2,2018-10-08,"Allison Hussey","Contributor"
"J Dilla","Welcome 2 Detroit","Rap","Rap",8.5,2018-10-07,"Edwin “STATS” Houghton","Contributor"
"Stereolab","Switched On","Experimental","Experimental",7.7,2018-10-06,"Philip Sherburne","Contributing Editor"
"Foodman","Aru Otoko No Densetsu","Experimental","Experimental",7.5,2018-10-06,"Andy Beta","Contributor"
"Author & Punisher","Beastland","Metal","Metal",7.1,2018-10-06,"Brian Howe","Contributor"
"Ana da Silva, Phew","Island","Experimental","Experimental",7.3,2018-10-06,"Sasha Geffen","Contributor"
"Cat Power","Wanderer","Rock","Rock",7.4,2018-10-05,"Jayson Greene","Contributing Editor"
"Tom Petty","An American Treasure","Rock","Rock",8.3,2018-10-05,"Sam Sodomsky","Associate Staff Writer"
"Marissa Nadler","For My Crimes","Folk/Country","Folk/Country",7.2,2018-10-05,"Olivia Horn ","Contributor "
"Sam Wilkes","WILKES","Jazz","Jazz",7.3,2018-10-05,"Jay Balfour","Contributor"
"Logic","Young Sinatra IV","Rap","Rap",5.5,2018-10-04,"Alphonse Pierre","Staff Writer "
"Kevin Gates","Luca Brasi 3","Rap","Rap",6.9,2018-10-04,"Evan Rytlewski","Contributor"
"Various Artists","The Rick and Morty Soundtrack","","",5.2,2018-10-04,"Eric Thurm","Contributor"
"Cécile McLorin Salvant","The Window","Jazz","Jazz",7.8,2018-10-04,"Stephen M. Deusner","Contributor"
"SOB X RBE","Gangin II","Rap","Rap",7.7,2018-10-03,"Torii MacAdams",""
"Fred Thomas","Aftering","Rock","Rock",7.5,2018-10-03,"Ian Cohen","Contributor"
"Haruomi Hosono","Hosono House","Electronic,Pop/R&B","Electronic",7.6,2018-10-03,"Kevin Lozano","Contributor"
"Dean Blunt","Soul on Fire","Experimental","Experimental",5.3,2018-10-03,"Andy Beta","Contributor"
"Kode9, Burial","FABRICLIVE 100","Electronic,Experimental","Electronic",7.4,2018-10-02,"Philip Sherburne","Contributing Editor"
"Jlin","Autobiography","Electronic","Electronic",7.9,2018-10-02,"Ben Cardew","Contributor"
"Brocker Way","Wild Wild Country (Original Score)","Folk/Country","Folk/Country",7.1,2018-10-02,"Maggie Lange","Contributor"
"Lala Lala ","The Lamb","Rock","Rock",7.5,2018-10-02,"Steven Arroyo","Contributor"
"Lil Wayne","Tha Carter V","Rap","Rap",7.4,2018-10-01,"Evan Rytlewski","Contributor"
"Mount Eerie","(after)","Rock","Rock",8.1,2018-10-01,"Nathan Reese","Contributor"
"Viagra Boys","Street Worms","Rock","Rock",7.4,2018-10-01,"Nina Corcoran","Contributor"
"Mudhoney","Digital Garbage","Rock","Rock",7.1,2018-10-01,"Stuart Berman","Contributor"
"Maxwell","Maxwell’s Urban Hang Suite","Pop/R&B","Pop/R&B",9,2018-09-30,"Jason King","Contributor"
"Pinegrove","Skylight","Rock","Rock",7.5,2018-09-29,"Quinn Moreland","Assistant Editor"
"Joe Strummer","Joe Strummer 001","Rock","Rock",8,2018-09-29,"Stephen Thomas Erlewine","Contributor"
"Lupe Fiasco","Drogas Wave","Rap","Rap",6.2,2018-09-29,"Brian Josephs","Contributor "
"Father","Awful Swim","Rap","Rap",7.8,2018-09-29,"Briana Younger","Contributor"
"Tim Hecker","Konoyo","Experimental","Experimental",8.5,2018-09-28,"Grayson Haver Currin","Contributor"
"Mount Kimbie","DJ-Kicks","Electronic","Electronic",7.5,2018-09-28,"Andy Beta","Contributor"
"Roc Marciano","Behold a Dark Horse","Rap","Rap",7.1,2018-09-28,"Sheldon Pearce","Contributing Writer"
"Brandon Coleman","Resistance","Experimental","Experimental",6.7,2018-09-28,"Andy Beta","Contributor"
"Metric","Art of Doubt","Rock","Rock",6.6,2018-09-27,"Katherine St. Asaph","Contributor"
"Lonnie Holley","MITH","Experimental","Experimental",7.9,2018-09-27,"Allison Hussey","Contributor"
"Ryan Hemsworth","Elsewhere","Electronic","Electronic",7.4,2018-09-27,"Mehan Jayasuriya","Contributor"
"Mutual Benefit","Thunder Follows the Light","Folk/Country","Folk/Country",6.4,2018-09-27,"Arielle Gordon","Contributor"
"BROCKHAMPTON","iridescence","Rap","Rap",6.6,2018-09-26,"Reed Jackson","Contributor "
"Richard Swift","The Hex","Rock","Rock",8,2018-09-26,"Sam Sodomsky","Associate Staff Writer"
"Bhad Bhabie","15","Rap","Rap",5.5,2018-09-26,"Michelle Kim","Staff Writer"
"Richard Reed Parry","Quiet River of Dust Vol. 1","Experimental","Experimental",7.7,2018-09-26,"Stuart Berman","Contributor"
"Prince","Piano & a Microphone 1983","Pop/R&B,Rock","Pop/R&B",8.5,2018-09-25,"Chris Randle","Contributor"
"YBN Nahmir , YBN Cordae, YBN Almighty Jay","YBN: The Mixtape","Rap","Rap",7.3,2018-09-25,"Reed Jackson","Contributor "
"MHD","19","Rap","Rap",7.5,2018-09-25,"Jonah Bromwich","Contributor"
"Sumac","Love in Shadow","Metal","Metal",7.8,2018-09-25,"Grayson Haver Currin","Contributor"
"The Field","Infinite Moment","Electronic","Electronic",8,2018-09-24,"Sasha Geffen","Contributor"
"The Beta Band","The Three EPs","Rock","Rock",8.4,2018-09-24,"Paul Thompson","Contributor"
"Restorations","LP5000","Rock","Rock",7.3,2018-09-24,"Ian Cohen","Contributor"
"Ash Koosha","Return 0","Electronic","Electronic",6,2018-09-24,"Ben Cardew","Contributor"
"De La Soul","3 Feet High and Rising","Rap","Rap",10,2018-09-23,"Jeff Chang",""
"Joyce Manor","Million Dollars to Kill Me","Rock","Rock",7.5,2018-09-22,"Larry Fitzmaurice","Contributor"
"Mountain Man","Magic Ship","Folk/Country","Folk/Country",7.6,2018-09-22,"Amanda Wicks","Associate Staff Writer"
"The Chills","Snow Bound","Rock","Rock",7.5,2018-09-22,"Alfred Soto","Contributor"
"Richard Thompson","13 Rivers","Folk/Country","Folk/Country",7.9,2018-09-22,"Stephen M. Deusner","Contributor"
"Christine and the Queens","Chris","Pop/R&B","Pop/R&B",7.9,2018-09-21,"Jamieson Cox","Contributor"
"6LACK","East Atlanta Love Letter","Pop/R&B","Pop/R&B",6.1,2018-09-21,"Dean Van Nguyen","Contributor"
"Bun B","Return of the Trill","Rap","Rap",7.8,2018-09-21,"Evan Rytlewski","Contributor"
"Niagara","Apologia","Electronic","Electronic",7.7,2018-09-21,"Philip Sherburne","Contributing Editor"
"Jungle","For Ever","Pop/R&B","Pop/R&B",5,2018-09-20,"Evan Rytlewski","Contributor"
"Altopalo","frozenthere","Experimental","Experimental",7.4,2018-09-20,"Marcus J. Moore","Contributor"
"Dave Rempis, Tomeka Reid, Joshua Abrams","Ithra","Jazz,Experimental","Jazz",7.4,2018-09-20,"Andy Beta","Contributor"
"Wayne Shorter","Emanon","Jazz","Jazz",7.5,2018-09-20,"Matthew Kassel",""
"Noname","Room 25","Rap","Rap",8.6,2018-09-19,"Briana Younger","Contributor"
"Emma Louise","Lilac Everything","Pop/R&B","Pop/R&B",7.6,2018-09-19,"Jamieson Cox","Contributor"
"Shinichi Atobe","Heat","Electronic","Electronic",8,2018-09-19,"Kevin Lozano","Contributor"
"The Mountain Goats","Hex of Infinite Binding EP","Rock","Rock",7.4,2018-09-19,"Abigail Covington","Contributor"
"Sandro Perri","In Another Life","Electronic,Experimental,Folk/Country","Electronic",8.1,2018-09-18,"Ryan Dombal","Senior Editor"
"Jóhann Jóhannsson","Mandy (Original Motion Picture Soundtrack)","Experimental","Experimental",7.7,2018-09-18,"Andy Beta","Contributor"
"The Goon Sax","We’re Not Talking","Rock","Rock",7.2,2018-09-18,"Nina Corcoran","Contributor"
"Bob Moses","Battle Lines","Pop/R&B","Pop/R&B",5.6,2018-09-18,"Ben Cardew","Contributor"
"Aphex Twin","Collapse EP","Electronic","Electronic",8.1,2018-09-17,"Philip Sherburne","Contributing Editor"
"Gazelle Twin","Pastoral","Experimental","Experimental",7.7,2018-09-17,"Louis Pattison","Contributor"
"Orbital","Monsters Exist","Electronic","Electronic",6,2018-09-17,"Larry Fitzmaurice","Contributor"
"Black Belt Eagle Scout","Mother of My Children","Rock","Rock",7.2,2018-09-17,"Maggie Lange","Contributor"
"PJ Harvey","Rid of Me","Rock","Rock",10,2018-09-16,"Judy Berman","Contributor"
"Catherine Ribeiro + Alpes","N°2","Rock","Rock",8.3,2018-09-15,"Sam Sodomsky","Associate Staff Writer"
"Seinabo Sey","I’m a Dream","Pop/R&B","Pop/R&B",6,2018-09-15,"Katherine St. Asaph","Contributor"
"Guerilla Toss","Twisted Crystal","Rock","Rock",7.3,2018-09-15,"Margaret Farrell","Contributor "
"Sarah Davachi","Gave in Rest","Electronic","Electronic",7.7,2018-09-15,"Philip Sherburne","Contributing Editor"
"Low","Double Negative","Rock","Rock",8.7,2018-09-14,"Rich Juzwiak","Contributor"
"Dilly Dally","Heaven","Rock","Rock",7.8,2018-09-14,"Jenn Pelly","Contributing Editor"
"Bob Seger & The Last Heard","Heavy Music: The Complete Cameo Recordings 1966-1967","Rock","Rock",8.2,2018-09-14,"Stephen Thomas Erlewine","Contributor"
"Ava Luna","Moon 2","Rock","Rock",7.7,2018-09-14,"Maggie Lange","Contributor"
"Octavian ","SPACEMAN","Rap","Rap",8,2018-09-13,"Ciaran Thapar","Contributor "
"Amos Lee","My New Moon","Pop/R&B,Folk/Country","Pop/R&B",7,2018-09-13,"Amanda Wicks","Associate Staff Writer"
"Slowthai ","RUNT EP","Rap","Rap",7.8,2018-09-13,"Sheldon Pearce","Contributing Writer"
"Spiral Deluxe","Voodoo Magic","Experimental","Experimental",5.9,2018-09-13,"Ben Cardew","Contributor"
"The Blaze","Dancehall","Electronic","Electronic",5.7,2018-09-12,"Philip Sherburne","Contributing Editor"
"The O’My’s","Tomorrow","Pop/R&B","Pop/R&B",6.4,2018-09-12,"Jonah Bromwich","Contributor"
"Kilo Kish","Mothe EP","Pop/R&B","Pop/R&B",7.7,2018-09-12,"Stephen Kearse","Contributor"
"G Perico","Guess What? EP","Rap","Rap",6.7,2018-09-12,"Jackson Howard","Contributor "
"Spiritualized","And Nothing Hurt","Experimental,Rock","Experimental",7.7,2018-09-11,"Grayson Haver Currin","Contributor"
"Paul McCartney","Egypt Station","Rock","Rock",5.8,2018-09-11,"Stephen Thomas Erlewine","Contributor"
"Masego","Lady Lady","Pop/R&B","Pop/R&B",7.3,2018-09-11,"Marcus J. Moore","Contributor"
"Amnesia Scanner","Another Life","Experimental","Experimental",7.5,2018-09-11,"Miles Bowe","Contributor"
"Joey Purp","QUARTERTHING","Rap","Rap",8.3,2018-09-10,"Sheldon Pearce","Contributing Writer"
"Pig Destroyer","Head Cage","Metal","Metal",8.1,2018-09-10,"Grayson Haver Currin","Contributor"
"Oliver Coates","Shelley’s on Zenn-La","Experimental","Experimental",7.7,2018-09-10,"Philip Sherburne","Contributing Editor"
"Swamp Dogg","Love, Loss, and Auto-Tune","Pop/R&B","Pop/R&B",7.3,2018-09-10,"Stephen M. Deusner","Contributor"
"T.I.","Trap Muzik","Rap","Rap",8.7,2018-09-09,"Stephen Kearse","Contributor"
"Led Zeppelin","The Song Remains the Same","Rock","Rock",7.3,2018-09-08,"Jeremy Gordon","Contributor"
"Ipek Gorgun","Ecce Homo","Electronic","Electronic",7.5,2018-09-08,"Marc Masters","Contributor"
"Catherine Christer Hennix","Selected Early Keyboard Works","Experimental","Experimental",7.2,2018-09-08,"Andy Beta","Contributor"
"Thou","Magus","Metal","Metal",7.8,2018-09-08,"Dale W Eisinger","Contributor"
"Yves Tumor","Safe in the Hands of Love","Experimental","Experimental",9.1,2018-09-07,"Jayson Greene","Contributing Editor"
"Waxahatchee","Great Thunder EP","Rock","Rock",7.3,2018-09-07,"Olivia Horn ","Contributor "
"Comethazine","Bawskee","Rap","Rap",2.6,2018-09-07,"Alphonse Pierre","Staff Writer "
"Agent Sasco","Hope River","Pop/R&B","Pop/R&B",6.5,2018-09-07,"Edwin “STATS” Houghton","Contributor"
"Eminem","Kamikaze","Rap","Rap",5,2018-09-06,"Marc Hogan","Senior Staff Writer"
"Four Tet","Live at Funkhaus Berlin, 10th May 2018","Electronic","Electronic",7.2,2018-09-06,"Andy Beta","Contributor"
"Bruiser Brigade","Reign Supreme","Rap","Rap",7.4,2018-09-06,"Will Schube","Contributor"
"Wilder Maker","Zion","Rock","Rock",6.6,2018-09-06,"Grayson Haver Currin","Contributor"
"Armand Hammer","Paraffin","Rap","Rap",8.1,2018-09-05,"Paul A. Thompson","Contributor"
"IDLES","Joy as an Act of Resistance","Rock","Rock",6.8,2018-09-05,"Dale W Eisinger","Contributor"
"Mogwai","KIN: Original Motion Picture Soundtrack","Rock","Rock",6.9,2018-09-05,"Stuart Berman","Contributor"
"Szun Waves","New Hymn to Freedom","Experimental","Experimental",7.2,2018-09-05,"Piotr Orlov","Contributor"
"Big Red Machine","Big Red Machine","Rock","Rock",7,2018-09-04,"Jeremy D. Larson","Senior Editor"
"JEFF the Brotherhood","Magick Songs","Rock","Rock",7.5,2018-09-04,"Stuart Berman","Contributor"
"Anna Calvi","Hunter","Pop/R&B","Pop/R&B",7.8,2018-09-04,"Cameron Cook","Contributor"
"Mass Gothic","I’ve Tortured You Long Enough","Rock","Rock",5.1,2018-09-04,"Sasha Geffen","Contributor"
"Milton Nascimento, Lô Borges","Clube Da Esquina","Pop/R&B,Global","Pop/R&B",9.5,2018-09-02,"Andy Beta","Contributor"
"The Band","Music From Big Pink","Rock","Rock",9.4,2018-09-01,"Stephen Thomas Erlewine","Contributor"
"Various Artists","Studio Barnhus Volym 1","","",7.7,2018-09-01,"Philip Sherburne","Contributing Editor"
"Alice in Chains","Rainier Fog","Rock","Rock",5.7,2018-09-01,"Robert Ham","Contributor"
"George Clanton ","Slide","Pop/R&B","Pop/R&B",7.3,2018-09-01,"Miles Bowe","Contributor"
"Troye Sivan","Bloom","Pop/R&B","Pop/R&B",7.5,2018-08-31,"Jamieson Cox","Contributor"
"Iron & Wine","Weed Garden EP","Folk/Country","Folk/Country",7,2018-08-31,"Stephen M. Deusner","Contributor"
"The Outfit, TX","Little World","Rap","Rap",7.4,2018-08-31,"Sheldon Pearce","Contributing Writer"
"Terry","I’m Terry","Rock","Rock",7.3,2018-08-31,"Marc Masters","Contributor"
"Jesus Piece","Only Self","Metal","Metal",7.6,2018-08-30,"Andy O'Connor","Contributor"
"Wild Nothing","Indigo","Rock","Rock",6.3,2018-08-30,"Ian Cohen","Contributor"
"White Denim","Performance","Rock","Rock",6.5,2018-08-30,"Larry Fitzmaurice","Contributor"
"Pat Van Dyke","Hello, Summer","Jazz","Jazz",7.2,2018-08-30,"Jonah Bromwich","Contributor"
"Pink Siifu","ensley","Rap","Rap",8,2018-08-29,"Jonah Bromwich","Contributor"
"Nothing","Dance on the Blacktop","Rock","Rock",7.1,2018-08-29,"Jenn Pelly","Contributing Editor"
"Uniform","The Long Walk","Metal","Metal",7.6,2018-08-29,"Andy O'Connor","Contributor"
"Third Eye Blind","Thanks for Everything","Rock","Rock",4,2018-08-29,"Grayson Haver Currin","Contributor"
"Devon Welsh","Dream Songs","Electronic","Electronic",6.9,2018-08-28,"Evan Rytlewski","Contributor"
"Bamba Pana","Poaa","Global","Global",7.2,2018-08-28,"Philip Sherburne","Contributing Editor"
"Nef the Pharaoh","The Big Chang Theory","Rap","Rap",7.3,2018-08-28,"Dean Van Nguyen","Contributor"
"Matthew “Doc” Dunn","Lightbourn","Rock,Folk/Country","Rock",8,2018-08-28,"Stuart Berman","Contributor"
"Interpol","Marauder","Rock","Rock",6.1,2018-08-27,"Ian Cohen","Contributor"
"Fire-Toolz","Skinless X-1","Experimental","Experimental",7.1,2018-08-27,"Sasha Geffen","Contributor"
"Ohmme","Parts","Rock","Rock",7.6,2018-08-27,"Maggie Lange","Contributor"
"Various Artists","Total 18","","",6.8,2018-08-27,"Philip Sherburne","Contributing Editor"
"Cap’n Jazz","Burritos, Inspiration Point, Fork Balloon Sports, Cards in the Spokes, Automatic Biographies, Kites, Kung Fu, Trophies, Banana Peels We’ve Slipped on, and Egg Shells We’ve Tippy Toed Over","Rock","Rock",8.8,2018-08-26,"Ian Cohen","Contributor"
"The Lemon Twigs","Go to School","Rock","Rock",7,2018-08-25,"Sam Sodomsky","Associate Staff Writer"
"Innumerable Forms","Punishment in Flesh","Metal","Metal",7.5,2018-08-25,"Andy O'Connor","Contributor"
"Maymind","Cheap Storage","Electronic","Electronic",7.2,2018-08-25,"Philip Sherburne","Contributing Editor"
"Blood Orange","Negro Swan","Pop/R&B","Pop/R&B",7.6,2018-08-24,"Jason King","Contributor"
"Anna Meredith","Anno","Experimental","Experimental",6.8,2018-08-24,"Jayson Greene","Contributing Editor"
"DonChristian","Where There’s Smoke","Rap","Rap",6.9,2018-08-24,"Briana Younger","Contributor"
"Ekuka Morris Sirikiti","Ekuka","Global","Global",7.3,2018-08-24,"Andy Beta","Contributor"
"Oh Sees","Smote Reverser","Rock","Rock",7.6,2018-08-23,"Stuart Berman","Contributor"
"Hermit and the Recluse","Orpheus vs. the Sirens","Rap","Rap",8,2018-08-23,"Torii MacAdams",""
"Gabriel Kahane","Book of Travelers","Folk/Country","Folk/Country",6.8,2018-08-23,"Grayson Haver Currin","Contributor"
"Träden","Träden","Rock","Rock",6.8,2018-08-23,"Allison Hussey","Contributor"
"Young Thug","Slime Language","Rap","Rap",7.3,2018-08-22,"Evan Rytlewski","Contributor"
"Djrum","Portrait With Firewood","Electronic","Electronic",7.4,2018-08-22,"Andy Beta","Contributor"
"Lori Scacco","Desire Loop","Experimental","Experimental",7.3,2018-08-22,"Philip Sherburne","Contributing Editor"
"Sharp Veins","detritus preterit selections","Electronic","Electronic",6.6,2018-08-22,"Miles Bowe","Contributor"
"Ariana Grande","Sweetener","Pop/R&B","Pop/R&B",8.1,2018-08-21,"Jillian Mapes","Senior Editor"
"Aminé","ONEPOINTFIVE","Rap","Rap",6,2018-08-21,"Sheldon Pearce","Contributing Writer"
"Conner Youngblood","Cheyenne","Pop/R&B","Pop/R&B",7.2,2018-08-21,"Matthew Strauss","Associate Editor"
"Iglooghost","Clear Tamei EP","Electronic","Electronic",7.2,2018-08-21,"Jay Balfour","Contributor"
"Death Cab for Cutie","Thank You For Today","Rock","Rock",6,2018-08-20,"Larry Fitzmaurice","Contributor"
"Rebel Wizard","Voluptuous Worship of Rapture and Response","Metal","Metal",7.8,2018-08-20,"Andy O'Connor","Contributor"
"Jess Sah Bi, Peter One","Our Garden Needs Its Flowers","Global","Global",7.7,2018-08-20,"Madison Bloom","Associate Staff Writer"
"Odetta Hartman","Old Rockhounds Never Die","Folk/Country","Folk/Country",8,2018-08-20,"Erin Osmon","Contributor"
"The Prodigy","The Fat Of the Land","Electronic","Electronic",5.9,2018-08-19,"Jesse Dorris","Contributor"
"Trevor Powers","Mulberry Violence","Pop/R&B,Experimental","Pop/R&B",7.4,2018-08-18,"Jayson Greene","Contributing Editor"
"The Beths","Future Me Hates Me","Rock","Rock",7.9,2018-08-18,"Larry Fitzmaurice","Contributor"
"Diana Gordon ","Pure EP","Pop/R&B","Pop/R&B",7.3,2018-08-18,"Jonah Bromwich","Contributor"
"Young Nudy","Slimeball 3","Rap","Rap",7.2,2018-08-18,"Will Schube","Contributor"
"Mitski","Be the Cowboy","Rock","Rock",8.8,2018-08-17,"Quinn Moreland","Assistant Editor"
"Cullen Omori","The Diet","Rock","Rock",7,2018-08-17,"Stuart Berman","Contributor"
"Tomberlin ","At Weddings","Rock","Rock",7.5,2018-08-17,"Olivia Horn ","Contributor "
"Roy Montgomery","Suffuse","Rock","Rock",7.6,2018-08-17,"Sasha Geffen","Contributor"
"Animal Collective","Tangerine Reef","Experimental","Experimental",6.9,2018-08-16,"Sasha Geffen","Contributor"
"Louis Cole","Time","Electronic","Electronic",7.6,2018-08-16,"Philip Sherburne","Contributing Editor"
"Knowledge the Pirate","Flintlock","Rap","Rap",7.1,2018-08-16,"Phillip Mlynar","Contributor"
"SALES","forever & ever","Rock","Rock",7,2018-08-16,"Nina Corcoran","Contributor"
"Julee Cruise","The Voice of Love","Pop/R&B","Pop/R&B",7.7,2018-08-15,"Meaghan Garvey","Contributor"
"Trippie Redd","Life’s a Trip","Rap","Rap",6.2,2018-08-15,"Alphonse Pierre","Staff Writer "
"milo, Elucid","Nostrum Grocers","Rap","Rap",7.7,2018-08-15,"Will Schube","Contributor"
"Lola Kirke","Heart Head West","Rock","Rock",6.2,2018-08-15,"Madison Bloom","Associate Staff Writer"
"Nicki Minaj","Queen","Rap","Rap",7.6,2018-08-14,"Briana Younger","Contributor"
"Shy Boys","Bell House","Rock","Rock",6.8,2018-08-14,"Margaret Farrell","Contributor "
